,p_current_age,p_age_first_offense,p_charge,p_jail30,p_prison,p_probation,race_black,race_white,race_hispanic,race_asian,race_native,recid_use(label)
2884,22,22,7,0,0,0,1,0,0,0,0,1
2885,50,36,4,0,0,1,1,0,0,0,0,1
2886,39,39,2,0,0,0,0,1,0,0,0,0
2887,18,18,1,0,0,0,1,0,0,0,0,1
2888,21,20,5,0,0,0,0,1,0,0,0,0
2889,21,21,2,0,0,0,0,1,0,0,0,0
2890,39,39,2,0,0,0,1,0,0,0,0,0
2891,22,16,12,0,0,0,1,0,0,0,0,1
2892,47,23,28,1,2,2,0,1,0,0,0,1
2893,30,19,6,0,1,2,1,0,0,0,0,0
2894,24,19,4,0,0,0,1,0,0,0,0,0
2895,20,20,2,0,0,0,0,1,0,0,0,1
2896,29,27,3,0,0,0,1,0,0,0,0,1
2897,49,43,7,0,0,1,0,1,0,0,0,1
2898,27,20,5,0,0,1,0,1,0,0,0,0
2899,46,46,4,0,0,0,1,0,0,0,0,0
2900,48,48,2,0,0,0,0,1,0,0,0,0
2901,23,22,6,0,0,0,0,1,0,0,0,1
2902,27,27,2,0,0,0,1,0,0,0,0,1
2903,21,20,6,0,0,0,1,0,0,0,0,1
2904,42,25,3,0,0,0,0,1,0,0,0,0
2905,24,20,7,0,0,0,0,1,0,0,0,1
2906,34,29,4,0,0,0,0,0,0,0,0,0
2907,22,22,1,0,0,0,0,0,1,0,0,0
2908,57,57,1,0,0,0,0,1,0,0,0,0
2909,30,30,1,0,0,0,0,0,1,0,0,0
2910,53,53,1,0,0,0,0,0,1,0,0,0
2911,27,20,11,0,0,0,0,0,0,0,0,1
2912,53,53,1,0,0,0,0,1,0,0,0,0
2913,19,19,6,0,0,0,0,1,0,0,0,1
2914,19,19,8,0,0,0,0,1,0,0,0,0
2915,20,19,1,0,0,0,1,0,0,0,0,0
2916,54,51,18,0,0,2,0,1,0,0,0,1
2917,31,31,1,0,0,0,0,1,0,0,0,1
2918,29,25,5,0,0,0,0,1,0,0,0,0
2919,19,17,4,0,0,0,1,0,0,0,0,0
2920,45,33,9,0,0,0,0,1,0,0,0,0
2921,26,26,2,0,0,0,0,1,0,0,0,1
2922,25,19,16,0,2,0,1,0,0,0,0,0
2923,22,22,2,0,0,0,1,0,0,0,0,1
2924,32,25,5,0,0,2,1,0,0,0,0,0
2925,61,61,2,0,0,0,0,1,0,0,0,0
2926,30,25,20,0,0,1,0,1,0,0,0,1
2927,20,20,1,0,0,0,0,1,0,0,0,0
2928,42,42,1,0,0,0,0,1,0,0,0,0
2929,21,20,3,0,0,0,1,0,0,0,0,0
2930,49,48,4,0,0,0,0,1,0,0,0,0
2931,18,18,3,0,0,0,1,0,0,0,0,1
2932,22,21,5,0,0,0,0,1,0,0,0,0
2933,20,20,5,0,0,0,1,0,0,0,0,1
2934,33,33,1,0,0,0,1,0,0,0,0,0
2935,28,28,2,0,0,0,0,0,0,0,0,0
2936,37,20,9,0,1,0,1,0,0,0,0,0
2937,48,48,1,0,0,0,0,1,0,0,0,0
2938,19,16,5,0,0,0,0,1,0,0,0,0
2939,29,19,8,0,0,0,0,1,0,0,0,1
2940,29,25,5,0,0,0,0,1,0,0,0,1
2941,56,28,10,0,3,2,0,1,0,0,0,1
2942,51,51,3,0,0,0,0,0,0,0,0,0
2943,30,23,12,0,0,1,1,0,0,0,0,0
2944,21,21,5,0,0,0,1,0,0,0,0,1
2945,21,21,7,0,0,0,1,0,0,0,0,0
2946,45,24,15,0,0,1,1,0,0,0,0,0
2947,21,21,1,0,0,0,1,0,0,0,0,0
2948,20,18,7,0,0,1,0,1,0,0,0,1
2949,45,44,8,0,0,0,0,0,0,1,0,0
2950,18,18,2,0,0,0,0,0,0,0,0,0
2951,34,20,5,0,0,1,0,1,0,0,0,1
2952,34,20,7,0,0,1,0,1,0,0,0,0
2953,47,24,4,0,0,0,0,1,0,0,0,1
2954,46,17,27,0,0,5,1,0,0,0,0,0
2955,56,43,8,0,0,2,0,1,0,0,0,0
2956,29,18,13,0,0,0,1,0,0,0,0,0
2957,20,20,3,0,0,0,1,0,0,0,0,0
2958,29,29,2,0,0,0,0,0,0,0,0,1
2959,22,16,20,0,0,0,1,0,0,0,0,0
2960,55,45,8,0,0,3,0,1,0,0,0,0
2961,29,29,1,0,0,0,0,1,0,0,0,0
2962,54,27,36,0,5,4,1,0,0,0,0,0
2963,55,25,23,0,5,1,0,1,0,0,0,0
2964,23,17,14,0,0,1,1,0,0,0,0,0
2965,28,28,1,0,0,0,1,0,0,0,0,1
2966,42,25,16,0,0,5,1,0,0,0,0,0
2967,40,40,7,0,0,0,0,1,0,0,0,0
2968,45,38,50,0,0,1,0,0,0,0,0,0
2969,26,16,24,0,0,2,1,0,0,0,0,1
2970,20,20,3,0,0,0,0,1,0,0,0,0
2971,26,26,2,0,0,0,0,1,0,0,0,0
2972,22,20,2,0,0,0,1,0,0,0,0,1
2973,23,20,5,0,0,0,1,0,0,0,0,0
2974,31,29,10,0,0,0,0,1,0,0,0,0
2975,50,43,81,0,0,2,1,0,0,0,0,1
2976,25,25,3,0,0,0,1,0,0,0,0,0
2977,37,31,7,0,0,1,1,0,0,0,0,0
2978,28,15,21,0,2,5,1,0,0,0,0,1
2979,29,15,24,0,2,5,1,0,0,0,0,1
2980,31,31,1,0,0,0,0,1,0,0,0,1
2981,24,24,1,0,0,0,0,1,0,0,0,0
2982,26,22,7,0,0,0,1,0,0,0,0,1
2983,25,18,10,0,0,1,1,0,0,0,0,0
2984,22,22,3,0,0,0,0,1,0,0,0,0
2985,27,27,2,0,0,0,1,0,0,0,0,1
2986,18,18,2,0,0,0,0,1,0,0,0,0
2987,21,20,5,0,0,0,0,1,0,0,0,0
2988,45,45,3,0,0,0,1,0,0,0,0,0
2989,32,32,1,0,0,0,1,0,0,0,0,1
2990,43,41,3,0,0,0,1,0,0,0,0,1
2991,38,25,10,0,0,1,0,1,0,0,0,0
2992,23,20,6,0,0,0,1,0,0,0,0,1
2993,34,18,23,0,0,4,1,0,0,0,0,1
2994,19,19,2,0,0,0,0,1,0,0,0,0
2995,30,22,14,0,0,0,1,0,0,0,0,0
2996,42,42,2,0,0,0,1,0,0,0,0,0
2997,29,20,7,0,0,2,1,0,0,0,0,0
2998,57,25,4,0,0,0,1,0,0,0,0,0
2999,46,46,1,0,0,0,0,1,0,0,0,0
3000,27,19,21,0,2,0,1,0,0,0,0,1
3001,24,16,7,0,0,0,1,0,0,0,0,0
3002,48,48,1,0,0,0,0,1,0,0,0,0
3003,32,32,2,0,0,0,1,0,0,0,0,0
3004,52,27,9,0,5,0,1,0,0,0,0,1
3005,30,29,2,0,0,0,1,0,0,0,0,0
3006,19,19,2,0,0,0,1,0,0,0,0,1
3007,24,24,1,0,0,0,1,0,0,0,0,0
3008,30,30,4,0,0,0,0,1,0,0,0,0
3009,24,24,1,0,0,0,1,0,0,0,0,0
3010,26,26,4,0,0,0,1,0,0,0,0,0
3011,29,22,2,0,0,0,1,0,0,0,0,0
3012,22,18,18,0,0,1,1,0,0,0,0,0
3013,34,24,8,0,0,0,0,1,0,0,0,0
3014,26,20,9,0,0,0,1,0,0,0,0,1
3015,33,23,5,0,0,1,0,1,0,0,0,0
3016,33,25,18,0,0,2,1,0,0,0,0,1
3017,35,35,2,0,0,0,1,0,0,0,0,0
3018,21,18,21,0,0,1,0,1,0,0,0,1
3019,42,42,3,0,0,0,1,0,0,0,0,0
3020,67,67,1,0,0,0,1,0,0,0,0,0
3021,24,21,6,0,0,0,0,1,0,0,0,0
3022,41,26,15,1,1,2,0,1,0,0,0,0
3023,23,23,2,0,0,0,1,0,0,0,0,0
3024,20,19,3,0,0,0,0,1,0,0,0,0
3025,25,19,13,0,0,1,1,0,0,0,0,1
3026,43,41,5,0,0,0,0,1,0,0,0,0
3027,18,18,3,0,0,0,0,1,0,0,0,1
3028,42,26,13,0,0,2,0,1,0,0,0,0
3029,21,16,5,0,0,1,0,1,0,0,0,1
3030,46,34,8,0,0,2,0,1,0,0,0,0
3031,26,26,1,0,0,0,0,0,1,0,0,0
3032,49,49,2,0,0,0,0,1,0,0,0,0
3033,35,30,7,0,0,1,0,0,1,0,0,1
3034,22,18,2,0,0,1,1,0,0,0,0,0
3035,50,28,22,0,0,5,1,0,0,0,0,1
3036,35,35,5,0,0,0,1,0,0,0,0,0
3037,21,20,3,0,0,0,1,0,0,0,0,0
3038,45,45,1,0,0,0,1,0,0,0,0,0
3039,21,21,2,0,0,0,0,0,0,0,0,0
3040,19,19,4,0,0,0,1,0,0,0,0,1
3041,35,34,5,0,0,0,0,1,0,0,0,0
3042,52,45,3,0,0,0,0,0,0,0,0,0
3043,21,19,11,0,0,0,0,0,1,0,0,1
3044,41,41,2,0,0,0,0,1,0,0,0,1
3045,20,19,5,0,0,0,1,0,0,0,0,1
3046,61,61,3,0,0,0,0,1,0,0,0,0
3047,35,29,12,0,0,4,0,1,0,0,0,1
3048,42,42,1,0,0,0,0,0,0,0,0,0
3049,47,22,4,0,5,1,1,0,0,0,0,0
3050,31,31,1,0,0,0,0,0,0,1,0,0
3051,41,37,4,0,0,0,0,0,1,0,0,0
3052,48,35,5,0,0,1,1,0,0,0,0,0
3053,47,47,2,0,0,0,1,0,0,0,0,0
3054,30,14,4,0,0,0,0,1,0,0,0,0
3055,51,51,1,0,0,0,0,1,0,0,0,0
3056,26,23,5,0,0,0,0,0,1,0,0,0
3057,39,20,29,1,2,5,1,0,0,0,0,1
3058,40,20,33,2,2,5,1,0,0,0,0,0
3059,32,28,5,0,0,0,0,1,0,0,0,0
3060,35,24,8,0,0,2,0,1,0,0,0,1
3061,18,18,12,0,0,0,1,0,0,0,0,1
3062,30,18,8,0,0,0,1,0,0,0,0,0
3063,43,39,2,0,0,1,0,1,0,0,0,0
3064,27,27,3,0,0,0,1,0,0,0,0,0
3065,41,39,4,0,0,0,1,0,0,0,0,0
3066,25,25,1,0,0,0,1,0,0,0,0,0
3067,24,24,4,0,0,0,0,1,0,0,0,0
3068,23,19,10,0,0,1,1,0,0,0,0,0
3069,28,28,2,0,0,0,1,0,0,0,0,0
3070,29,29,1,0,0,0,1,0,0,0,0,0
3071,24,19,11,0,0,0,0,1,0,0,0,0
3072,18,18,2,0,0,0,1,0,0,0,0,1
3073,31,31,2,0,0,0,0,1,0,0,0,1
3074,21,18,10,0,0,2,1,0,0,0,0,1
3075,28,28,4,0,0,0,0,1,0,0,0,0
3076,35,28,7,0,0,0,0,1,0,0,0,1
3077,41,41,1,0,0,0,1,0,0,0,0,0
3078,24,15,15,1,1,1,1,0,0,0,0,0
3079,28,20,9,0,0,0,1,0,0,0,0,1
3080,22,20,7,0,0,1,0,1,0,0,0,0
3081,53,26,34,1,5,5,1,0,0,0,0,0
3082,18,18,1,0,0,0,1,0,0,0,0,0
3083,30,28,3,0,0,0,1,0,0,0,0,1
3084,21,21,1,0,0,0,1,0,0,0,0,0
3085,19,19,3,0,0,0,1,0,0,0,0,0
3086,59,21,25,0,5,0,1,0,0,0,0,0
3087,26,21,17,1,1,2,0,0,1,0,0,0
3088,18,18,2,0,0,0,0,1,0,0,0,1
3089,28,24,48,0,0,1,1,0,0,0,0,1
3090,33,26,22,0,0,2,0,1,0,0,0,1
3091,21,19,7,0,0,0,1,0,0,0,0,1
3092,55,41,4,0,0,0,0,1,0,0,0,1
3093,55,41,5,0,0,0,0,1,0,0,0,0
3094,20,18,5,0,0,0,0,0,1,0,0,0
3095,19,18,6,0,0,0,0,1,0,0,0,1
3096,20,18,7,0,0,0,0,1,0,0,0,0
3097,66,41,9,0,0,2,1,0,0,0,0,0
3098,23,21,4,0,0,1,0,1,0,0,0,0
3099,29,29,2,1,1,0,0,0,1,0,0,0
3100,22,18,2,0,0,0,1,0,0,0,0,0
3101,37,31,12,0,2,1,1,0,0,0,0,0
3102,49,21,27,0,4,3,1,0,0,0,0,0
3103,24,24,4,0,0,0,1,0,0,0,0,1
3104,33,33,1,0,0,0,0,0,0,0,0,0
3105,49,49,2,0,0,0,1,0,0,0,0,0
3106,18,18,3,0,0,0,1,0,0,0,0,0
3107,18,18,5,0,0,0,1,0,0,0,0,1
3108,28,28,3,0,0,0,1,0,0,0,0,0
3109,54,54,1,0,0,0,1,0,0,0,0,0
3110,58,54,22,0,0,0,0,1,0,0,0,0
3111,23,19,14,0,0,1,0,0,1,0,0,0
3112,37,37,2,0,0,0,0,1,0,0,0,0
3113,20,13,3,0,0,0,1,0,0,0,0,0
3114,27,27,1,0,0,0,0,0,1,0,0,1
3115,45,16,19,0,5,0,1,0,0,0,0,1
3116,27,22,7,0,0,2,1,0,0,0,0,1
3117,23,17,19,0,0,1,1,0,0,0,0,1
3118,33,18,31,0,0,2,1,0,0,0,0,0
3119,26,18,13,0,1,1,1,0,0,0,0,1
3120,23,23,2,0,0,0,1,0,0,0,0,1
3121,58,46,5,0,1,0,1,0,0,0,0,0
3122,38,16,27,0,5,5,1,0,0,0,0,1
3123,18,18,4,0,0,0,0,1,0,0,0,0
3124,26,21,8,0,0,1,1,0,0,0,0,0
3125,30,18,30,0,2,1,1,0,0,0,0,1
3126,53,53,1,0,0,0,0,1,0,0,0,1
3127,19,17,10,0,0,0,1,0,0,0,0,1
3128,25,22,9,0,0,0,0,0,1,0,0,1
3129,20,19,1,0,0,0,0,0,1,0,0,0
3130,21,19,6,0,0,0,1,0,0,0,0,1
3131,47,38,22,0,0,2,1,0,0,0,0,1
3132,51,37,8,0,0,0,0,1,0,0,0,0
3133,39,39,1,0,0,0,0,1,0,0,0,0
3134,32,22,11,0,0,0,0,1,0,0,0,0
3135,28,28,4,0,0,0,1,0,0,0,0,1
3136,50,49,2,0,0,0,0,1,0,0,0,0
3137,28,18,4,0,0,0,1,0,0,0,0,0
3138,20,18,9,0,0,0,0,0,0,0,0,0
3139,44,22,16,0,0,5,1,0,0,0,0,0
3140,28,24,23,0,0,1,0,0,1,0,0,0
3141,21,17,19,0,0,5,1,0,0,0,0,1
3142,19,16,4,0,0,0,1,0,0,0,0,0
3143,41,41,3,0,0,0,0,0,1,0,0,0
3144,27,18,3,0,0,1,1,0,0,0,0,0
3145,47,47,1,0,0,0,1,0,0,0,0,0
3146,39,33,10,0,0,2,0,1,0,0,0,0
3147,27,27,2,0,0,0,0,0,1,0,0,0
3148,33,29,7,0,0,1,1,0,0,0,0,0
3149,21,18,4,0,0,0,1,0,0,0,0,1
3150,25,18,8,0,0,1,0,1,0,0,0,0
3151,20,20,5,0,0,0,1,0,0,0,0,0
3152,26,25,10,0,0,0,0,1,0,0,0,1
3153,48,19,22,1,5,0,1,0,0,0,0,1
3154,30,21,6,0,0,1,1,0,0,0,0,0
3155,27,20,15,0,0,0,1,0,0,0,0,1
3156,36,19,21,0,4,2,1,0,0,0,0,0
3157,33,33,1,0,0,0,0,0,1,0,0,0
3158,21,18,7,0,0,1,1,0,0,0,0,1
3159,28,21,27,0,1,3,1,0,0,0,0,0
3160,50,50,2,0,0,0,0,1,0,0,0,0
3161,31,18,27,0,4,1,1,0,0,0,0,0
3162,60,55,2,0,0,0,1,0,0,0,0,0
3163,18,18,3,0,0,0,0,0,0,0,0,1
3164,20,20,2,0,0,0,1,0,0,0,0,0
3165,31,20,9,0,0,2,1,0,0,0,0,1
3166,50,50,1,0,0,0,0,1,0,0,0,0
3167,53,53,2,0,0,0,1,0,0,0,0,0
3168,35,35,2,0,0,0,1,0,0,0,0,0
3169,48,48,1,0,0,0,0,1,0,0,0,0
3170,22,19,3,0,0,0,1,0,0,0,0,1
3171,19,19,3,0,0,0,1,0,0,0,0,1
3172,41,41,1,0,0,0,0,1,0,0,0,1
3173,27,24,2,0,0,0,0,1,0,0,0,0
3174,26,26,2,0,0,0,0,0,0,1,0,0
3175,21,21,2,0,0,0,0,1,0,0,0,0
3176,26,18,8,0,0,2,1,0,0,0,0,1
3177,23,20,5,0,0,0,0,1,0,0,0,0
3178,21,21,1,0,0,0,0,1,0,0,0,0
3179,72,72,2,0,0,0,1,0,0,0,0,0
3180,34,32,7,0,0,0,0,0,1,0,0,1
3181,37,0,22,0,3,2,1,0,0,0,0,1
3182,26,23,9,0,0,0,0,1,0,0,0,0
3183,23,23,1,0,0,0,1,0,0,0,0,1
3184,32,21,14,0,0,1,1,0,0,0,0,0
3185,27,23,4,0,0,0,1,0,0,0,0,1
3186,23,19,12,0,0,0,0,1,0,0,0,0
3187,24,22,2,0,0,0,1,0,0,0,0,0
3188,37,17,20,0,0,4,0,1,0,0,0,1
3189,19,16,5,0,0,0,1,0,0,0,0,1
3190,25,25,1,0,0,0,0,1,0,0,0,0
3191,48,48,3,0,0,1,0,1,0,0,0,1
3192,33,33,1,0,0,0,0,0,1,0,0,0
3193,21,21,1,0,0,0,1,0,0,0,0,1
3194,27,15,9,0,1,1,1,0,0,0,0,1
3195,21,16,3,0,0,0,0,0,1,0,0,0
3196,30,19,8,0,0,0,1,0,0,0,0,0
3197,56,41,4,0,0,0,0,1,0,0,0,0
3198,23,19,6,0,0,2,0,1,0,0,0,1
3199,36,33,3,0,0,2,0,0,0,0,0,1
3200,26,24,4,0,0,0,0,0,1,0,0,0
3201,49,49,1,0,0,0,1,0,0,0,0,1
3202,53,28,25,0,5,4,1,0,0,0,0,1
3203,37,22,3,0,0,0,0,1,0,0,0,0
3204,46,27,12,0,0,3,0,1,0,0,0,1
3205,23,23,1,0,0,0,1,0,0,0,0,0
3206,52,24,11,0,0,3,1,0,0,0,0,0
3207,29,20,8,0,1,2,0,1,0,0,0,1
3208,31,31,1,0,0,0,0,1,0,0,0,0
3209,44,39,3,0,0,1,0,1,0,0,0,0
3210,48,16,24,0,5,2,1,0,0,0,0,1
3211,22,22,1,0,0,0,0,0,0,0,0,1
3212,28,18,6,0,0,0,1,0,0,0,0,1
3213,28,18,8,0,0,0,1,0,0,0,0,1
3214,33,33,2,0,0,0,0,1,0,0,0,0
3215,46,46,1,0,0,0,0,1,0,0,0,0
3216,28,28,4,0,0,0,1,0,0,0,0,0
3217,27,23,7,0,0,0,0,1,0,0,0,0
3218,26,14,11,0,2,1,1,0,0,0,0,1
3219,50,43,19,0,0,1,0,1,0,0,0,1
3220,18,16,3,0,0,0,1,0,0,0,0,1
3221,19,19,4,0,0,0,1,0,0,0,0,0
3222,24,23,3,0,0,0,1,0,0,0,0,1
3223,63,63,1,0,0,0,1,0,0,0,0,0
3224,57,57,1,0,0,0,0,1,0,0,0,0
3225,56,56,2,0,0,0,1,0,0,0,0,0
3226,21,21,1,0,0,0,1,0,0,0,0,0
3227,37,37,1,0,0,0,1,0,0,0,0,0
3228,31,16,21,0,4,2,1,0,0,0,0,1
3229,19,17,4,0,0,0,1,0,0,0,0,0
3230,27,26,3,0,0,0,0,0,1,0,0,1
3231,50,19,4,0,0,0,1,0,0,0,0,0
3232,35,21,5,0,1,1,1,0,0,0,0,1
3233,20,20,6,0,0,0,1,0,0,0,0,0
3234,40,40,4,0,0,0,1,0,0,0,0,0
3235,30,26,10,0,0,1,0,1,0,0,0,1
3236,52,52,1,0,0,0,1,0,0,0,0,0
3237,33,17,28,0,1,2,1,0,0,0,0,0
3238,24,19,3,0,0,0,1,0,0,0,0,0
3239,20,19,3,0,0,0,0,1,0,0,0,0
3240,44,44,2,0,0,0,0,0,0,0,0,0
3241,38,24,27,1,5,1,1,0,0,0,0,0
3242,19,13,7,0,0,0,1,0,0,0,0,0
3243,25,25,4,0,0,0,0,0,1,0,0,1
3244,57,55,3,0,1,0,0,0,1,0,0,1
3245,23,23,2,0,0,0,1,0,0,0,0,0
3246,41,41,2,0,0,0,1,0,0,0,0,1
3247,19,19,2,0,0,0,0,1,0,0,0,0
3248,29,16,2,0,0,0,0,1,0,0,0,0
3249,19,18,5,0,0,0,1,0,0,0,0,1
3250,48,28,6,0,2,0,1,0,0,0,0,0
3251,18,18,6,0,0,0,1,0,0,0,0,1
3252,33,21,5,0,0,0,0,1,0,0,0,0
3253,25,25,2,0,0,0,1,0,0,0,0,1
3254,39,34,6,0,1,0,0,1,0,0,0,1
3255,21,21,1,0,0,0,1,0,0,0,0,1
3256,29,18,5,0,0,0,1,0,0,0,0,0
3257,39,39,3,0,0,0,1,0,0,0,0,0
3258,19,19,1,0,0,0,1,0,0,0,0,0
3259,36,32,7,0,0,0,0,1,0,0,0,1
3260,22,22,2,0,0,0,0,1,0,0,0,0
3261,38,38,1,0,0,0,1,0,0,0,0,0
3262,36,30,4,0,0,0,1,0,0,0,0,0
3263,20,18,5,0,0,1,1,0,0,0,0,0
3264,21,21,2,0,0,0,1,0,0,0,0,0
3265,26,26,4,0,0,0,1,0,0,0,0,1
3266,23,19,4,0,0,1,0,1,0,0,0,1
3267,19,18,3,0,0,0,1,0,0,0,0,1
3268,40,40,1,0,0,0,1,0,0,0,0,0
3269,36,19,13,0,1,2,0,1,0,0,0,1
3270,40,40,4,0,0,0,0,1,0,0,0,0
3271,43,40,4,0,0,0,0,1,0,0,0,0
3272,22,17,11,0,0,0,1,0,0,0,0,1
3273,31,31,1,0,0,0,0,1,0,0,0,0
3274,22,22,2,0,0,0,0,1,0,0,0,0
3275,20,20,2,0,0,0,1,0,0,0,0,0
3276,36,36,2,0,0,0,0,1,0,0,0,0
3277,24,19,16,0,0,1,1,0,0,0,0,1
3278,33,23,13,0,1,2,0,1,0,0,0,0
3279,36,36,1,0,0,0,1,0,0,0,0,0
3280,27,22,3,0,0,0,0,1,0,0,0,0
3281,27,27,1,0,0,0,0,1,0,0,0,0
3282,23,17,28,1,1,2,1,0,0,0,0,1
3283,28,18,4,0,0,0,1,0,0,0,0,0
3284,20,20,1,0,0,0,0,0,0,1,0,0
3285,32,32,2,0,0,0,0,0,0,0,0,0
3286,22,22,3,0,0,0,1,0,0,0,0,0
3287,23,23,6,0,0,0,0,1,0,0,0,0
3288,35,18,11,0,1,1,1,0,0,0,0,1
3289,34,34,1,0,0,0,1,0,0,0,0,0
3290,31,21,7,0,0,0,0,1,0,0,0,0
3291,37,22,6,1,1,1,0,0,1,0,0,0
3292,35,35,1,0,0,0,0,0,1,0,0,0
3293,29,29,1,0,0,0,1,0,0,0,0,0
3294,26,26,3,0,0,0,0,1,0,0,0,0
3295,19,19,4,0,0,0,1,0,0,0,0,0
3296,49,49,1,0,0,0,0,0,1,0,0,0
3297,34,33,4,0,0,0,1,0,0,0,0,1
3298,19,19,2,0,0,0,1,0,0,0,0,0
3299,23,15,5,1,1,1,1,0,0,0,0,1
3300,20,18,6,0,0,0,1,0,0,0,0,1
3301,20,18,8,0,0,1,1,0,0,0,0,1
3302,21,21,1,0,0,0,0,0,0,0,0,0
3303,21,21,2,0,0,0,0,1,0,0,0,0
3304,20,20,1,0,0,0,0,0,1,0,0,0
3305,29,29,1,0,0,0,0,1,0,0,0,1
3306,36,36,4,0,0,0,0,1,0,0,0,1
3307,27,15,24,0,2,2,1,0,0,0,0,1
3308,30,24,10,0,0,1,1,0,0,0,0,0
3309,33,33,1,0,0,0,0,1,0,0,0,0
3310,37,37,1,0,0,0,0,1,0,0,0,0
3311,50,38,9,0,0,2,1,0,0,0,0,0
3312,26,26,1,0,0,0,0,1,0,0,0,0
3313,24,17,17,0,0,3,1,0,0,0,0,1
3314,53,53,2,0,0,0,0,1,0,0,0,0
3315,53,53,2,0,0,0,0,1,0,0,0,0
3316,19,17,4,0,0,0,1,0,0,0,0,1
3317,32,30,3,0,0,0,1,0,0,0,0,0
3318,52,52,1,0,0,0,0,1,0,0,0,0
3319,45,14,57,0,4,2,1,0,0,0,0,1
3320,38,38,1,0,0,0,0,0,0,0,0,0
3321,38,38,2,0,0,0,0,0,1,0,0,0
3322,58,29,25,1,2,1,1,0,0,0,0,0
3323,54,51,4,0,0,2,1,0,0,0,0,0
3324,36,21,3,0,0,0,0,1,0,0,0,0
3325,23,17,28,0,0,2,0,1,0,0,0,1
3326,21,18,7,0,0,0,0,1,0,0,0,0
3327,18,18,2,0,0,0,1,0,0,0,0,0
3328,42,26,8,0,2,0,0,1,0,0,0,0
3329,36,36,3,0,0,0,0,1,0,0,0,0
3330,53,22,9,0,0,1,1,0,0,0,0,1
3331,40,23,7,0,0,0,0,1,0,0,0,1
3332,19,19,5,0,0,0,1,0,0,0,0,0
3333,38,27,21,0,0,5,0,1,0,0,0,0
3334,30,30,4,0,0,0,0,0,0,0,0,0
3335,26,26,2,0,0,0,1,0,0,0,0,0
3336,19,19,4,0,0,0,1,0,0,0,0,1
3337,20,18,12,0,0,0,1,0,0,0,0,1
3338,20,18,13,0,0,0,1,0,0,0,0,0
3339,22,22,4,0,0,0,0,1,0,0,0,0
3340,43,43,4,0,0,0,0,0,0,0,0,0
3341,19,16,5,0,0,1,1,0,0,0,0,0
3342,27,27,1,0,0,0,1,0,0,0,0,0
3343,47,47,3,0,0,0,0,1,0,0,0,1
3344,23,20,3,0,0,0,1,0,0,0,0,0
3345,42,40,21,0,0,0,0,0,1,0,0,0
3346,21,21,6,0,0,0,1,0,0,0,0,1
3347,25,22,5,0,0,0,0,1,0,0,0,0
3348,35,23,3,0,0,0,0,0,1,0,0,0
3349,55,44,11,0,0,3,0,0,1,0,0,0
3350,19,19,5,0,0,0,0,1,0,0,0,1
3351,36,27,13,0,0,1,0,1,0,0,0,1
3352,40,21,23,0,1,0,1,0,0,0,0,1
3353,20,19,3,0,0,0,0,0,0,0,0,0
3354,19,19,2,0,0,0,1,0,0,0,0,1
3355,41,41,1,0,5,0,0,1,0,0,0,1
3356,24,24,8,0,0,0,0,0,0,0,0,1
3357,25,25,1,0,0,0,1,0,0,0,0,0
3358,56,40,13,0,0,5,0,1,0,0,0,1
3359,29,22,18,0,0,4,1,0,0,0,0,0
3360,30,30,6,0,0,0,1,0,0,0,0,0
3361,23,20,10,0,0,2,1,0,0,0,0,1
3362,20,17,2,0,0,0,1,0,0,0,0,0
3363,35,19,3,1,2,1,1,0,0,0,0,0
3364,29,19,21,1,1,4,0,1,0,0,0,0
3365,54,29,5,0,0,1,1,0,0,0,0,0
3366,19,19,1,0,0,0,0,1,0,0,0,0
3367,32,28,3,0,0,0,1,0,0,0,0,0
3368,44,43,4,0,0,0,0,1,0,0,0,1
3369,32,18,7,0,0,1,0,0,1,0,0,0
3370,26,18,34,0,1,2,1,0,0,0,0,1
3371,51,51,2,0,1,0,0,1,0,0,0,0
3372,26,26,1,0,0,0,0,1,0,0,0,0
3373,48,18,39,0,5,3,1,0,0,0,0,1
3374,32,24,6,0,0,0,0,1,0,0,0,1
3375,18,18,2,0,0,1,1,0,0,0,0,1
3376,22,22,1,0,0,0,1,0,0,0,0,0
3377,28,28,3,0,2,0,0,0,1,0,0,1
3378,36,36,3,0,0,0,0,1,0,0,0,0
3379,27,21,7,0,0,2,1,0,0,0,0,1
3380,21,21,2,0,0,0,1,0,0,0,0,0
3381,20,20,1,0,0,0,1,0,0,0,0,0
3382,34,34,1,0,0,0,0,0,1,0,0,0
3383,30,15,36,0,1,3,1,0,0,0,0,1
3384,27,16,16,0,0,1,1,0,0,0,0,1
3385,20,20,3,0,0,0,1,0,0,0,0,0
3386,43,39,14,0,0,1,0,0,0,0,0,0
3387,24,20,4,0,0,0,1,0,0,0,0,1
3388,25,20,5,0,0,1,1,0,0,0,0,0
3389,35,17,16,0,3,2,1,0,0,0,0,0
3390,28,25,2,0,0,0,1,0,0,0,0,0
3391,20,19,4,0,0,2,1,0,0,0,0,1
3392,27,27,5,0,0,0,0,1,0,0,0,1
3393,41,36,4,0,0,0,1,0,0,0,0,1
3394,36,36,2,0,0,0,0,1,0,0,0,0
3395,28,28,1,0,0,0,1,0,0,0,0,0
3396,18,18,12,0,0,0,0,1,0,0,0,1
3397,31,31,2,0,0,0,1,0,0,0,0,0
3398,18,17,3,0,0,0,0,1,0,0,0,1
